part_number,supplier_code,supplier_part_number,supplier_cost,is_preferred
93101-25M57-00,YA,93101-25M57-00,5.15,True
93101-28019-00,YA,93101-28019-00,12.85,True
93101-28M16-00,YA,93101-28M16-00,7.15,True
93101-30002-00,YA,93101-30002-00,12.5,True
93101-30019-00,YA,93101-30019-00,11.6,True
93101-30M17-00,YA,93101-30M17-00,8.85,True
93101-35019-00,YA,93101-35019-00,8.6,True
93101-48001-00,YA,93101-48001-00,24.85,True
93102-38008-00,YA,93102-38008-00,14.05,True
93102-60004-00,YA,93102-60004-00,21.25,True
93102-85008-00,YA,93102-85008-00,23.85,True
93106-09014-00,YA,93106-09014-00,5.3,True
93106-19001-00,YA,93106-19001-00,6.35,True
93106-19N50-00,YA,93106-19N50-00,6.35,True
93109-38M02-00,YA,93109-38M02-00,6.95,True
93136,BHU,93136,272.91,True
93184,CW,93184,179.99,True
931M,LMS,931M,4.23,True
932-V9000084204Z,LS,932-V9000084204Z,16.99,True
93210-03478-00,YA,93210-03478-00,0.94,True
93210-03494-00,YA,93210-03494-00,2.54,True
93210-04228-00,YA,93210-04228-00,4.15,True
93210-04230-00,YA,93210-04230-00,4.01,True
93210-06ME6-00,YA,93210-06ME6-00,2.2,True
93210-07003-00,YA,93210-07003-00,1.29,True
93210-07540-00,YA,93210-07540-00,3.75,True
93210-09350-00,YA,93210-09350-00,3.78,True
93210-11453-00,YA,93210-11453-00,3.81,True
93210-12327-00,YA,93210-12327-00,1.38,True
93210-12790-00,YA,93210-12790-00,3.74,True
93210-13595-00,YA,93210-13595-00,3.43,True
93210-13M04-00,YA,93210-13M04-00,1.3,True
93210-13M63-00,YA,93210-13M63-00,3.0,True
93210-15566-00,YA,93210-15566-00,3.76,True
93210-16275-00,YA,93210-16275-00,2.15,True
93210-16314-00,YA,93210-16314-00,2.54,True
93210-17MF9-00,YA,93210-17MF9-00,3.81,True
93210-18322-00,YA,93210-18322-00,2.95,True
93210-19123-00,YA,93210-19123-00,4.49,True
93210-19MJ1-00,YA,93210-19MJ1-00,3.55,True
93210-19MJ3-00,YA,93210-19MJ3-00,5.05,True
93210-20M65-00,YA,93210-20M65-00,3.45,True
93210-24235-00,YA,93210-24235-00,3.72,True
93210-25552-00,YA,93210-25552-00,7.61,True
93210-27666-00,YA,93210-27666-00,3.7,True
93210-27778-00,YA,93210-27778-00,4.48,True
93210-29198-00,YA,93210-29198-00,3.76,True
93210-30MH4-00,YA,93210-30MH4-00,3.55,True
93210-32738-00,YA,93210-32738-00,2.1,True
93210-33M85-00,YA,93210-33M85-00,3.55,True
93210-33MG4-00,YA,93210-33MG4-00,3.9,True
93210-34633-00,YA,93210-34633-00,5.84,True
93210-35804-00,YA,93210-35804-00,0.32,True
93210-35M86-00,YA,93210-35M86-00,3.35,True
93210-37M25-00,YA,93210-37M25-00,3.85,True
93210-37M67-00,YA,93210-37M67-00,2.35,True
93210-37MH7-00,YA,93210-37MH7-00,4.0,True
93210-44383-00,YA,93210-44383-00,1.15,True
93210-46044-00,YA,93210-46044-00,3.81,True
93210-48001-00,YA,93210-48001-00,3.9,True
93210-48214-00,YA,93210-48214-00,6.95,True
93210-48MG8-00,YA,93210-48MG8-00,4.1,True
93210-49046-00,YA,93210-49046-00,3.81,True
93210-50048-00,YA,93210-50048-00,5.3,True
93210-54534-00,YA,93210-54534-00,3.75,True
93210-554A9-00,YA,93210-554A9-00,8.85,True
93210-55M14-00,YA,93210-55M14-00,3.75,True
93210-58677-00,YA,93210-58677-00,4.14,True
93210-64001-00,YA,93210-64001-00,4.9,True
93210-64488-00,YA,93210-64488-00,4.49,True
93210-65752-00,YA,93210-65752-00,12.34,True
93210-68N50-00,YA,93210-68N50-00,2.05,True
93210-69MG6-00,YA,93210-69MG6-00,4.8,True
93210-84001-00,YA,93210-84001-00,7.3,True
93210-85M97-00,YA,93210-85M97-00,8.35,True
93210-86M39-00,YA,93210-86M39-00,7.75,True
93210-94003-00,YA,93210-94003-00,5.4,True
93210-97M55-00,YA,93210-97M55-00,9.25,True
93211-02001-00,YA,93211-02001-00,9.4,True
93211-10232-00,YA,93211-10232-00,8.4,True
93311-83280-00,YA,93311-83280-00,111.9,True
93313,CW,93313,135.8,True
93315-43061-00,YA,93315-43061-00,23.83,True
93315-430V5-00,YA,93315-430V5-00,14.65,True
93317-330U2-00,YA,93317-330U2-00,20.93,True
93399-99962-00,YA,93399-99962-00,172.25,True
93410-36102-00,YA,93410-36102-00,6.55,True
93410-37M04-00,YA,93410-37M04-00,6.55,True
93420-36M01-00,YA,93420-36M01-00,6.95,True
93420-38091-00,YA,93420-38091-00,6.3,True
93450-09M01-00,YA,93450-09M01-00,0.5,True
93450-44166-00,YA,93450-44166-00,3.85,True
93464,CW,93464,49.74,True
93500-05020-4J,HP,93500-05020-4J,0.57,True
93500-06025-4J,HP,93500-06025-4J,1.11,True
93501-04M02-00,YA,93501-04M02-00,1.16,True
93522,JLA,93522,198.45,True
93535,CW,93535,1516.0,True
93601,JLA,93601,304.5,True
93604-10M03-00,YA,93604-10M03-00,3.3,True
93605-10108-00,YA,93605-10108-00,4.34,True
93606-12019-00,YA,93606-12019-00,2.51,True
93608,JLA,93608,383.25,True
93609,JLA,93609,378.0,True
93649,CW,93649,1439.99,True
93666,CW,93666,89.99,True
93700-06M01-00,YA,93700-06M01-00,5.4,True
93700-06M03-00,YA,93700-06M03-00,5.15,True
93775,CW,93775,98.92,True
938M,LMS,938M,4.23,True
93937,MM,93937,4.71,True
94-4100Q,LS,94-4100Q,49.41,True
94-900254,MM,94-900254,0.0,True
94-94335,MM,94-94335,0.0,True
941-00011518001,LS,941-00011518001,103.05,True
941-00014491001,LS,941-00014491001,376.91,True
94201-30402,HP,94201-30402,1.33,True
94215-16311-00,YA,94215-16311-00,40.67,True
94275,MM,94275,4.9,True
942871,VP,942871,10.5,True
942978,VP,942978,0.9,True
94305-20122,HP,94305-20122,1.06,True
94305-25223,HP,94305-25223,0.89,True
94305-30203,HP,94305-30203,0.79,True
94305-60223,HP,94305-60223,1.09,True
94326,CW,94326,131.11,True
94335,CW,94335,760.2,True
94355,CW,94355,1210.55,True
94362,CW,94362,359.99,True
947941,VP,947941,2.88,True
94901,CW,94901,1.8577,True
94902,CW,94902,1.8577,True
94936,CW,94936,2.8962,True
94937,CW,94937,2.8962,True
95-12051GL,LS,95-12051GL,362.32,True
95-1277GL,LS,95-1277GL,87.92,True
95-1284QTKIT,LS,95-1284QTKIT,72.37,True
95-3345GL,LS,95-3345GL,152.4,True
95-4705GL,LS,95-4705GL,239.78,True
95-4705QT,LS,95-4705QT,81.69,True
950.0049,SG,950.0049,6.6,True
950.0090,SG,950.0090,5.0,True
950.0123,SG,950.0123,0.0,True
950.0520,SG,950.0520,4.6,True
950.0900,SG,950.0900,5.0,True
950.1018,SG,950.1018,7.2,True
950.1026,SG,950.1026,7.2,True
950233,BAR,950233,0.0,True
950369W,BAR,950369W,0.0,True
950385,BAR,950385,655.0,True
950399,BAR,950399,0.0,True
950413,BAR,950413,0.0,True
950415W,BAR,950415W,0.0,True
950421,BAR,950421,0.0,True
950475,BAR,950475,52.0,True
950493,BAR,950493,0.0,True
950533,BAR,950533,0.0,True
950534,BAR,950534,0.0,True
950607,BAR,950607,600.0,True
950654,BAR,950654,395.0,True
950741,BAR,950741,0.0,True
950753,BAR,950753,0.0,True
950755,BAR,950755,275.0,True
950760,BAR,950760,0.0,True
950767,BAR,950767,365.0,True
950815,BAR,950815,0.0,True
950872,BAR,950872,0.0,True
950900,BAR,950900,0.0,True
950901,BAR,950901,0.0,True
950961,BAR,950961,0.0,True
950966,BAR,950966,0.0,True
951045,BAR,951045,0.0,True
951068W,BAR,951068W,0.0,True
951252W,BAR,951252W,0.0,True
95125s-22,DM,95125s-22,467.85,True
951281W,BAR,951281W,0.0,True
951326,BAR,951326,485.0,True
951327,BAR,951327,515.0,True
951384W,BAR,951384W,0.0,True
951613,BAR,951613,295.0,True
951622W,BAR,951622W,0.0,True
951638,BAR,951638,0.0,True
951639,BAR,951639,0.0,True
951640,BAR,951640,0.0,True
951641,BAR,951641,0.0,True
951642,BAR,951642,0.0,True
951643W,BAR,951643W,0.0,True
951677W,BAR,951677W,0.0,True
951684W,BAR,951684W,0.0,True
951804W,BAR,951804W,0.0,True
951953W,BAR,951953W,0.0,True
952006W,BAR,952006W,0.0,True
952134,VP,952134,0.0,True
952170W,BAR,952170W,0.0,True
952194w,BAR,952194w,0.0,True
952628W,BAR,952628W,0.0,True
953-AD-199,EVG,953-AD-199,41.25,True
95380-05600-00,YA,95380-05600-00,4.01,True
95380-06600-00,YA,95380-06600-00,3.05,True
95380-12600-00,YA,95380-12600-00,6.4,True
95380-14600-00,YA,95380-14600-00,7.15,True
955228,VP,955228,0.0,True
955330,VP,955330,0.0,True
955972,VP,955972,1.82,True
955981,VP,955981,1.33,True
95780-10300-00,YA,95780-10300-00,8.05,True
95815,CW,95815,493.5,True
95815,MM,95815,5.5,True
9600025911,DOM,9600025911,0.0,True
9600028788,DM,9600028788,185.31,True
96130,CW,96130,1839.2,True
96130,MM,96130,0.0,True
96136,CW,96136,1119.2,True
96220-25138,HP,96220-25138,0.38,True
9635,PS,9635,54.99,True
963683,VP,963683,1.19,True
966-31952,LS,966-31952,151.0,True
966-31975,LS,966-31975,151.0,True
966-32182,LS,966-32182,214.14,True
966-3S060,LS,966-3S060,128.2,True
966-3S145,LS,966-3S145,124.26,True
966-3S430,LS,966-3S430,156.88,True
966-3S450,LS,966-3S450,141.06,True
966-3S560,LS,966-3S560,181.1,True
966-3S865,LS,966-3S865,209.12,True
96696,CW,96696,123.49,True
967344,VP,967344,14.56,True
968893,VP,968893,0.0,True
969-1001808,LS,969-1001808,16.1,True
969-1002019,LS,969-1002019,4.97,True
969-701,LS,969-701,38.92,True
969.0005,SG,969.0005,31.0,True
97-31640Q4,MM,97-31640Q4,11.2,True
97-76214Q5,MM,97-76214Q5,17.95,True
97-76214T5,MM,97-76214T5,19.75,True
97-806189Q1,MM,97-806189Q1,7.25,True
97-818298Q1,MM,97-818298Q1,15.25,True
97-821631Q1,MM,97-821631Q1,19.7,True
97-822777Q1,MM,97-822777Q1,18.05,True
97-826134Q,MM,97-826134Q,8.25,True
97-865182Q01,MM,97-865182Q01,15.65,True
97-880653,MM,97-880653,42.15,True
97-888756K01,MM,97-888756K01,80.05,True
97-893404,MM,97-893404,17.45,True
97-8M0057772,MM,97-8M0057772,13.6,True
97-8M0059344,MM,97-8M0059344,71.4,True
97-8M0074531,MM,97-8M0074531,1.2,True
97-8M0107551,MM,97-8M0107551,42.65,True
97-8M0116590,MM,97-8M0116590,94.9,True
97-8M0137814,MM,97-8M0137814,15.85,True
97-984325,MM,97-984325,4.79,True
97-98432Q6,MM,97-98432Q6,15.25,True
97011,CW,97011,719.99,True
97012,CW,97012,1039.99,True
97014,CW,97014,959.99,True
97014-06035-00,YA,97014-06035-00,1.33,True
97015,CW,97015,1199.99,True
97020,CW,97020,2319.99,True
97055,CW,97055,3039.99,True
97056,CW,97056,3439.99,True
97069,CW,97069,5039.99,True
97070-10035-00,YA,97070-10035-00,7.4,True
97075-10040-00,YA,97075-10040-00,3.98,True
97080-06100-00,YA,97080-06100-00,6.55,True
97095-06016-00,YA,97095-06016-00,0.94,True
97095-10045-00,YA,97095-10045-00,6.85,True
970960,VP,970960,3.36,True
97182Q,MM,97182Q,3.4,True
97257A1,MM,97257A1,8.95,True
973593,VP,973593,0.36,True
97364,CW,97364,106.82,True
97568,CW,97568,84.49,True
97569,CW,97569,66.13,True
97575-10530-00,YA,97575-10530-00,4.8,True
978182,VP,978182,2.94,True
97885-05020-00,YA,97885-05020-00,2.55,True
97951-24261-00,YA,97951-24261-00,14.6,True
97985-06210-00,YA,97985-06210-00,2.05,True
97987,CW,97987,359.99,True
97987D,CW,97987D,225.0,True
97D95-06014-00,YA,97D95-06014-00,1.05,True
97E75-10570-00,YA,97E75-10570-00,12.4,True
97E95-06525-00,YA,97E95-06525-00,0.65,True
97E95-06530-00,YA,97E95-06530-00,0.7,True
98-8M0075237,MM,98-8M0075237,30.82,True
98-8M0120367,MM,98-8M0120367,51.2,True
98-8M0123083,MM,98-8M0123083,192.55,True
98-8M0142980,MM,98-8M0142980,21.3,True
98-8M0173128,MM,98-8M0173128,175.0,True
98-8M0173694,MM,98-8M0173694,495.0,True
98-8M0183360,MM,98-8M0183360,945.95,True
98-8M0205845,MM,98-8M0205845,239.15,True
98-8M6002520,MM,98-8M6002520,141.5,True
98-8M6007944,MM,98-8M6007944,69.53,True
9800-00090,BDM,9800-00090,48.1,True
98034,CW,98034,719.99,True
98034D,CW,98034D,450.0,True
98039,CW,98039,879.99,True
98039D,CW,98039D,525.0,True
98054,CW,98054,1039.99,True
98054D,CW,98054D,650.0,True
98056-55777,HP,98056-55777,1.5,True
98059-55916,HP,98059-55916,5.05,True
98066-55716,HP,98066-55716,1.49,True
98069-5697Q,HP,98069-5697Q,3.25,True
98069-5771P,HP,98069-5771P,1.49,True
98069-5777P,HP,98069-5777P,2.84,True
98079-5714G,HP,98079-5714G,2.76,True
98079-5716G,HP,98079-5716G,2.76,True
98079-5787G,HP,98079-5787G,2.06,True
9807B-5615W,HP,9807B-5615W,16.74,True
9807B-5617C,HP,9807B-5617C,13.75,True
9807B-5617P,HP,9807B-5617P,2.58,True
9807B-5617W,HP,9807B-5617W,16.74,True
98359,JLA,98359,472.5,True
98370,CW,98370,384.99,True
983944,VP,983944,4.08,True
98432T5,MM,98432T5,5.25,True
984749,VP,984749,3.99,True
98517-06030-00,YA,98517-06030-00,2.1,True
98580-05540-00,YA,98580-05540-00,4.34,True
98580-05555-00,YA,98580-05555-00,3.75,True
98580-06016-00,YA,98580-06016-00,2.1,True
986-GAC182,LS,986-GAC182,24.36,True
98649,JLA,98649,766.5,True
98780-05018-00,YA,98780-05018-00,2.75,True
99-0000,SLF,99-0000,184.42,True
99-0000.1,SLF,99-0000.1,42.7,True
99-0000.2,SLF,99-0000.2,1347.0,True
99000-25140,SO,99000-25140,32.15,True
990015,DM,990015,106.04,True
99011-90J30-03B,SO,99011-90J30-03B,12.79,True
99075-A400W,PAX,99075-A400W,4.89,True
990A0-01E81-01Q,SO,990A0-01E81-01Q,7.66,True
990A0-95535,SO,990A0-95535,266.4,True
990A0-96383,SO,990A0-96383,936.0,True
990A0-99279,SO,990A0-99279,321.86,True
990C0,SO,990C0,34.5,True
990C0-00610-19P,SO,990C0-00610-19P,347.97,True
990C0-00610-20P,SO,990C0-00610-20P,347.97,True
990C0-00610-21P,SO,990C0-00610-21P,347.97,True
990C0-00610-23P,SO,990C0-00610-23P,347.97,True
990C0-00760-17P,SO,990C0-00760-17P,169.17,True
990C0-00760-19P,SO,990C0-00760-19P,169.17,True
990C0-00760-21P,SO,990C0-00760-21P,169.17,True
990C0-00760-23P,SO,990C0-00760-23P,169.17,True
990C0-00840-17P,SO,990C0-00840-17P,450.43,True
990C0-00840-19P,SO,990C0-00840-19P,450.43,True
990C0-00840-21P,SO,990C0-00840-21P,450.43,True
990C0-01C10,SO,990C0-01C10,325.08,True
990C0-01E30-DRU,SO,990C0-01E30-DRU,4.545,True
990C0-01E30-GLN,SO,990C0-01E30-GLN,27.6,True
990C0-01E30-QUA,SO,990C0-01E30-QUA,7.23,True
990C0-02C10-KIT,SO,990C0-02C10-KIT,473.31,True
990C0-03C10,SO,990C0-03C10,372.73,True
990C0-03C10-KIT,SO,990C0-03C10-KIT,496.98,True
990C0-04C10,SO,990C0-04C10,383.92,True
990C0-13001-1XL,SO,990C0-13001-1XL,36.14,True
990C0-16100-1XL,SO,990C0-16100-1XL,27.26,True
990C0-16103-1XL,SO,990C0-16103-1XL,30.12,True
990C0-34901-007,SO,990C0-34901-007,1147.25,True
990C0-80001,SO,990C0-80001,126.66,True
990C0-80006,SO,990C0-80006,46.74,True
990C0-80101,SO,990C0-80101,135.39,True
990C0-80103,SO,990C0-80103,54.63,True
990C0-80105,SO,990C0-80105,54.63,True
990C0-80108,SO,990C0-80108,108.59,True
990C0-88104,SO,990C0-88104,13.35,True
990C0-88109,SO,990C0-88109,68.26,True
990C0-88110,SO,990C0-88110,10.92,True
990C0-88112,SO,990C0-88112,25.54,True
990C0-88113,SO,990C0-88113,4.82,True
990C0-88114,SO,990C0-88114,4.82,True
990C0-88149,SO,990C0-88149,48.47,True
990C0-88149-357,SO,990C0-88149-357,77.54,True
990C0-88217,SO,990C0-88217,80.23,True
990C0-88317,SO,990C0-88317,73.07,True
990C0-99001,SO,990C0-99001,7.97,True
990C0-99002,SO,990C0-99002,11.2,True
990C0-99C10-CBL,SO,990C0-99C10-CBL,8.83,True
991-66519,LS,991-66519,12.99,True
991-66520,LS,991-66520,12.99,True
99103-11251,SO,99103-11251,2.71,True
99103-11252,SO,99103-11252,2.33,True
99105-10005,SO,99105-10005,189.28,True
99105-20004-BWL,SO,99105-20004-BWL,38.04,True
99105-20005,SO,99105-20005,28.6,True
99105-20005-ASY,SO,99105-20005-ASY,97.13,True
99105-20006,SO,99105-20006,23.01,True
99105-20006-ASY,SO,99105-20006-ASY,76.18,True
994395,VP,994395,2.38,True
997368,VP,997368,1.32,True
99741,MM,99741,479.65,True
99741-PA,PAX,99741-PA,0.26,True
99841,CW,99841,5199.99,True
99854,CW,99854,2924.99,True
99855,CW,99855,3074.99,True
99887,CW,99887,2798.54,True
999004,BEN,999004,131.0,True
99926,CW,99926,1822.57,True
99934,CW,99934,1762.18,True
99937,CW,99937,2013.92,True
99941,MM,99941,6.7,True
99964,CW,99964,2391.53,True
99965,CW,99965,2433.49,True
99966,CW,99966,2685.23,True
99968,CW,99968,2853.06,True
99969,CW,99969,3206.89,True
99970,CW,99970,3447.4,True
99971,CW,99971,4008.61,True
99972,CW,99972,4569.82,True
99975,CW,99975,4222.4,True
99977,CW,99977,4855.77,True
99979,CW,99979,5404.68,True
99988,CW,99988,181.61,True
99999,CW,99999,344.49,True
99999-03830-00,YA,99999-03830-00,12.6,True
99999-03916-00,YA,99999-03916-00,26.45,True
99999-04323-00,YA,99999-04323-00,30.85,True
99999-04474-00,YA,99999-04474-00,2075.25,True
99999-04477-00,YA,99999-04477-00,1493.2,True
99999-04486-00,YA,99999-04486-00,1862.25,True
99999-04526-00,YA,99999-04526-00,498.55,True
99999-04572-00,YA,99999-04572-00,61.45,True
99999-04591-00,YA,99999-04591-00,3162.45,True
99999-04598-00,YA,99999-04598-00,3016.55,True
99999-04607-00,YA,99999-04607-00,498.55,True
99IFDV00-1,BTB,99IFDV00-1,76.52,True
99IFDV001-1,BTB,99IFDV001-1,73.52,True
9B-116-02,API,9B-116-02,132.0,True
A-68V-82310-01-00,AMZ,A-68V-82310-01-00,75.0,True
A191610-A,FG,A191610-A,67.95,True
AA000355,PS,AA000355,80.0,True
AB-36V-105-FN4,ABY,AB-36V-105-FN4,2849.0,True
AB-36V-DC,ABY,AB-36V-DC,262.49,True
AB-36V105-BT,ABY,AB-36V105-BT,2099.99,True
AB-36V60-BT,ABY,AB-36V60-BT,1499.99,True
AB-36V72-BT,ABY,AB-36V72-BT,1799.99,True
AB-CRG-36V10A,ABY,AB-CRG-36V10A,374.99,True
AB-CRG-36V20A,ABY,AB-CRG-36V20A,374.99,True
AB-G31,ABY,AB-G31,63.75,True
AB-G49,ABY,AB-G49,63.75,True
AB-G4D,ABY,AB-G4D,80.75,True
AB-MDX13-60,ABY,AB-MDX13-60,749.99,True
AB-MX3,ABY,AB-MX3,374.99,True
ABB-MOTOR-FL-,YA,ABB-MOTOR-FL-,13.35,True
ACC-CMBSN-CL-,YA,ACC-CMBSN-CL-,7.0,True
ACC-FSTAB-PL-32,YA,ACC-FSTAB-PL-32,8.6,True
ACC-GEARL-UB-,YA,ACC-GEARL-UB-,9.25,True
ACC-GEARL-UB-05,YA,ACC-GEARL-UB-05,0.1599,True
ACC-GEARL-UB-10,YA,ACC-GEARL-UB-10,7.45,True
ACC-GLUBE-HD-,YA,ACC-GLUBE-HD-,9.3,True
ACC-GLUBE-HD-05,YA,ACC-GLUBE-HD-05,0.1727,True
ACC-GREAS-14-CT,YA,ACC-GREAS-14-CT,6.4,True
ACC-HNDPU-MP-,YA,ACC-HNDPU-MP-,17.42,True
ACC-MRNPA-IT-4D,YA,ACC-MRNPA-IT-4D,7.75,True
ACC-MRNPA-IT-8D,YA,ACC-MRNPA-IT-8D,7.75,True
ACC-MRNPA-IT-NA,YA,ACC-MRNPA-IT-NA,7.65,True
ACC-MRNPAIT-NA,IPM,ACC-MRNPAIT-NA,11.14,True
ACC-PUMP0-00-QT,YA,ACC-PUMP0-00-QT,13.76,True
ACC-PWRTR-MF-,YA,ACC-PWRTR-MF-,6.55,True
ACC-RNGFR-PL-12,YA,ACC-RNGFR-PL-12,17.0,True
ACC-RNGFR-PL-32,YA,ACC-RNGFR-PL-32,43.65,True
ACC-SLCNS-PR-AY,YA,ACC-SLCNS-PR-AY,6.59,True
ACC-YAMSH-LD-00,YA,ACC-YAMSH-LD-00,7.05,True
AGMCP-24MX,BDS,AGMCP-24MX,152.25,True
ALOKNK-3.9X7,LOK,ALOKNK-3.9X7,4.99,True
AMZ-18-7866,AMZ,AMZ-18-7866,19.89,True
AMZ-COVER,AMZ,AMZ-COVER,224.99,True
AMZ-HDPB340101,AMZ,AMZ-HDPB340101,150.32,True
AMZ-MAR-10MEL-,AMZ,AMZ-MAR-10MEL-,29.95,True
AMZ-OIL,AMZ,AMZ-OIL,74.99,True
AMZ-SEAT,AMZ,AMZ-SEAT,184.95,True
ANA,COS,ANA,75.53,True
ANCHOR,DNU,ANCHOR,0.0,True
AP-SPCR-SIDE-BK,JLM,AP-SPCR-SIDE-BK,48.99,True
AR7006,NAP,AR7006,15.17,True
ARX70B,CW,ARX70B,41.99,True
ASHM1516V,RKT,ASHM1516V,380.95,True
ASHW-L,COS,ASHW-L,15.0,True
ASHW-M,COS,ASHW-M,15.0,True
ASRH-L,COS,ASRH-L,15.0,True
ASRH-M,COS,ASRH-M,15.0,True
ASSUN,PTK,ASSUN,15.0,True
B135568,BAR,B135568,43.0,True
B24,BDS,B24,83.33,True
B27,BDS,B27,102.53,True
B27DP,BDS,B27DP,80.38,True
B31,BDS,B31,98.9,True
B6H-S0000-00-00,YA,B6H-S0000-00-00,2.25,True
B7H-S0000-00-00,YA,B7H-S0000-00-00,2.85,True
B7H-S1000-00-00,YA,B7H-S1000-00-00,3.05,True
B8H-S1000-00-00,YA,B8H-S1000-00-00,3.0,True
BAHAMAGELCOAT,TWB,BAHAMAGELCOAT,0.0,True
BANG-AN-SP,DUN,BANG-AN-SP,0.0,True
BANG18,DUN,BANG18,19.0,True
BANG20,DUN,BANG20,12.67,True
BANG5,DUN,BANG5,0.0,True
BANG6,DUN,BANG6,19.0,True
BANG8-1,DUN,BANG8-1,19.0,True
BANG8-2,DUN,BANG8-2,19.0,True
BARL-LC-SAN,LN,BARL-LC-SAN,750.0,True
BCD-61001,BCD,BCD-61001,469.6,True
BENN,BEN,BENN,11.99,True
BENS14BXS,BEN,BENS14BXS,14.55,True
BENS38BB2X,BEN,BENS38BB2X,38.0,True
BENS38BBM,BEN,BENS38BBM,36.0,True
BENS38BBS,BEN,BENS38BBS,36.0,True
BKR-6EKU1-00-00,YA,BKR-6EKU1-00-00,8.15,True
BKR-7EKU1-00-00,YA,BKR-7EKU1-00-00,8.15,True
BL,COS,BL,110.73,True
BOARD-BLD8,JLM,BOARD-BLD8,80.0,True
BOARD-CM2-BLS-,JLM,BOARD-CM2-BLS-,160.0,True
BP,COS,BP,127.77,True
BP6-HS100-00-00,YA,BP6-HS100-00-00,2.73,True
BP8H-N-10,HP,BP8H-N-10,1.66,True
BPC120731104R,BDS,BPC120731104R,88.9,True
BPR6EFS,HP,BPR6EFS,1.49,True
BR,COS,BR,118.27,True
BR6-HS000-00-00,YA,BR6-HS000-00-00,3.0,True
BR6FS,NAP,BR6FS,2.69,True
BR7-HS000-00-00,YA,BR7-HS000-00-00,1.94,True
BR7-HS100-00-00,YA,BR7-HS100-00-00,3.05,True
BR8-HS100-00-00,YA,BR8-HS100-00-00,3.05,True
BR8HS,HP,BR8HS,1.49,True
BR9-HS100-00-00,YA,BR9-HS100-00-00,3.05,True
BRL-516-NUT,JLM,BRL-516-NUT,0.5,True
BRL-FIT-90-516,JLM,BRL-FIT-90-516,3.44,True
BRL-FIT-FERRULE,JLM,BRL-FIT-FERRULE,0.25,True
BRL-FIT-STR-516,JLM,BRL-FIT-STR-516,2.35,True
BRZ01-18,MISC,BRZ01-18,13.0,True
BRZ02-18,MISC,BRZ02-18,13.0,True
BRZ04-18,MISC,BRZ04-18,13.0,True
BRZ06-18,MISC,BRZ06-18,13.0,True
BS-7354,DM,BS-7354,25.0,True
BS-BLD-CMPLT-UN,JLM,BS-BLD-CMPLT-UN,37.49,True
BS-CMPLT-UNIV,JLM,BS-CMPLT-UNIV,29.99,True
BS1604,PMI,BS1604,25.948,True
BS1605,PMI,BS1605,22.828,True
BS24-1000,BDS,BS24-1000,89.94,True
BS24-650,BDS,BS24-650,61.58,True
BS27-1100,BDS,BS27-1100,106.03,True
BUHW-2,HP,BUHW-2,2.01,True
BW,COS,BW,4.5,True
BW-STRAPS,NWS,BW-STRAPS,26.0,True
Bahama,TWB,Bahama,20.0,True
C0375-0740-W,PS,C0375-0740-W,26.99,True
CA,COS,CA,6.0,True
CAP-RES-PUMP-Y,JLM,CAP-RES-PUMP-Y,9.99,True
CB,COS,CB,85.08,True
CB-500W,JLM,CB-500W,1535.99,True
CB12180,BDS,CB12180,32.41,True
CE,COS,CE,4.0,True
CE27651PGK,ETC,CE27651PGK,11.31,True
CF,COS,CF,4.0,True
CH-500W,JLM,CH-500W,1151.98,True
CHG-L,COS,CHG-L,13.0,True
CHG-M,COS,CHG-M,13.0,True
CHG-S,COS,CHG-S,13.0,True
CHG-XL,COS,CHG-XL,13.0,True
CITX20L-BS-PW,IBSA,CITX20L-BS-PW,91.95,True
CJCB-CAB-015-,CHF,CJCB-CAB-015-,270.0,True
CL,COS,CL,76.53,True
CM,COS,CM,4.0,True
CM-CAP-,JLM,CM-CAP-,0.0,True
CM-KF-STD-PP,JLM,CM-KF-STD-PP,29.99,True
CM10020,SSS,CM10020,154.04,True
CM10030,SSS,CM10030,176.66,True
CM10060,SSS,CM10060,32.93,True
CM2-DASH-ADV-,JLM,CM2-DASH-ADV-,59.99,True
CM2-FS-STD-PP,JLM,CM2-FS-STD-PP,83.98,True
CM2-GTW-N2K,JLM,CM2-GTW-N2K,83.99,True
CM2-KF-STD-PP,JLM,CM2-KF-STD-PP,29.99,True
CM20460,SSS,CM20460,355.9,True
CM20503,SSS,CM20503,64.13,True
CN-L,COS,CN-L,13.0,True
CN-M,COS,CN-M,13.0,True
CN-S,COS,CN-S,13.0,True
CN-XL,COS,CN-XL,13.0,True
COM20BAG,VRG,COM20BAG,841.0,True
COM20BTG,VRG,COM20BTG,918.0,True
COM20MFB,VRG,COM20MFB,918.0,True
COM21BTG,VRG,COM21BTG,893.0,True
COM23BB,VRG,COM23BB,1009.0,True
COM23MFB,VRG,COM23MFB,1009.0,True
COM23SB,VRG,COM23SB,970.0,True
COM24BB,VRG,COM24BB,1000.0,True
COM24CFB,VRG,COM24CFB,1000.0,True
COM25BAG,VRG,COM25BAG,940.0,True
COM25MFB,VRG,COM25MFB,940.0,True
COO,COS,COO,0.0,True
CQ1727,AAP,CQ1727,0.87,True
CR6-HS000-00-00,YA,CR6-HS000-00-00,3.05,True
CR6-HSB00-00-00,YA,CR6-HSB00-00-00,2.7,True
CR9-EB000-00-00,YA,CR9-EB000-00-00,7.34,True
CRP-13HYB-BL-NS,YA,CRP-13HYB-BL-NS,8.25,True
